Filename,Path Length (mm)
predicted_output_region_1_1_sub_1_part_1.png,3.8823529411764706
predicted_output_region_2_1_sub_1_part_1.png,5.647058823529412
predicted_output_region_2_3_sub_1_part_1.png,4.588235294117647
predicted_output_region_2_4_sub_1_part_1.png,4.352941176470588
